701	0.0465
702	0.0576
704	0.1819
705	0.2919
706	0.1531
707	0.4016
708	0.2423
709	0.7575
710	0.4853
711	0.0506
712	0.5600
713	0.3042
714	0.1221
715	0.1440
716	0.0973
717	0.3729
718	0.2913
719	0.0526
720	0.2974
721	0.0546
722	0.4867
723	0.1229
724	0.1721
725	0.2328
726	0.4983
727	0.4253
728	0.4802
729	0.0028
730	0.4765
731	0.1964
732	0.1999
733	0.3087
734	0.2228
735	0.1944
736	0.6001
737	0.5598
738	0.4519
739	0.1778
740	0.2450
741	0.0937
742	0.3734
743	0.0333
744	0.0124
745	0.4693
746	0.3844
747	0.0837
748	0.2082
749	0.2016
750	0.0360
751	0.3690
752	0.5125
753	0.3138
754	0.0828
755	0.4842
756	0.2838
757	0.2260
758	0.6672
759	0.2115
760	0.3208
761	0.4847
762	0.0118
763	0.1131
764	0.1558
765	0.4557
766	0.5096
767	0.4674
768	0.1410
769	0.0117
770	0.3400
771	0.5162
772	0.3884
773	0.5482
774	0.2671
775	0.3741
776	0.2133
777	0.3027
778	0.0919
779	0.4892
780	0.3527
781	0.4301
782	0.6878
783	0.1571
784	0.4473
785	0.4074
786	0.4318
787	0.5690
788	0.5286
789	0.2244
790	0.5140
791	0.4635
792	0.0890
793	0.2641
794	0.0760
795	0.0258
796	0.1558
797	0.6220
798	0.1740
799	0.1570
800	0.1867
801	0.4297
802	0.3401
803	0.0000
804	0.5145
805	0.0556
806	0.0677
807	0.5684
808	0.6435
809	0.3138
810	0.3192
811	0.2818
812	0.4796
813	0.2850
814	0.6857
815	0.1359
816	0.7663
817	0.2398
818	0.2113
819	0.5222
820	0.7484
821	0.2376
822	0.0849
823	0.2843
824	0.3236
825	0.0850
826	0.2724
827	0.4174
828	0.2723
829	0.0710
830	0.0249
831	0.5816
832	0.1569
833	0.4914
834	0.2976
835	0.0902
836	0.2137
837	0.0575
838	0.3080
839	0.5641
840	0.1748
841	0.3235
842	0.1008
843	0.3721
844	0.0608
845	0.3483
846	0.1809
847	0.2354
848	0.1100
849	0.2286
850	0.2070
