301	0.0286
302	0.5588
303	0.1896
304	0.1152
305	0.0077
306	0.1069
307	0.3169
308	0.2804
309	0.0012
310	0.1405
311	0.3688
312	0.8564
313	0.7869
314	0.0034
315	0.0165
316	0.5707
317	0.5023
318	0.0058
319	0.1135
320	0.0542
321	0.2476
322	0.001
323	0.261
324	0.4088
325	0.0698
326	0.6332
327	0.087
328	0.6633
329	0.1142
330	0.1083
331	0.2298
332	0.0778
333	0.2784
334	0.0556
335	0.3382
336	0.0904
337	0.2757
338	0.5045
339	0.221
340	0.0791
341	0.2383
342	0.1286
343	0.0126
344	0.1851
345	0.1028
346	0.0727
347	0.1429
348	0.81
349	0.1933
350	0.0476
351	0.394
352	0.0479
353	0.2352
354	0.0519
355	0.1195
356	0.0062
357	0.164
358	0.1949
359	0.0168
360	0.2318
361	0.4278
362	0.1041
363	0.0428
364	0.5685
365	0.623
366	0.4429
367	0.0644
368	0.4266
369	0.2729
370	0.0077
371	0.0017
372	0.0895
373	0.0948
374	0.316
375	0.2563
376	0.0036
377	0.3325
378	0.0066
379	0.0224
380	0.1931
381	0.0551
382	0.5963
383	0.0193
384	0.2162
385	0.3056
386	0.0452
387	0.1338
388	0.029
389	0.007
390	0.0807
391	0.1501
392	0.4707
393	0.0537
394	0.0118
395	0.1379
396	0.159
397	0.025
398	0.0185
399	0.1614
400	0.3882
401	0.0331
402	0.1312
403	0.4613
404	0.1407
405	0.0594
406	0.3609
407	0.3062
408	0.0912
409	0.1045
410	0.8307
411	0.2256
412	0.2206
413	0.1054
414	0.2277
415	0.217
416	0.3454
417	0.3114
418	0.4332
419	0.099
420	0.4146
421	0.0615
422	0.1717
423	0.649
424	0.1395
425	0.4466
426	0.0334
427	0.1615
428	0.2081
429	0.4432
430	0.6216
431	0.4687
432	0.0017
433	0.138
434	0.3845
435	0.0693
436	0.0485
437	0.0338
438	0.2232
439	0.0153
440	0.0891
441	0.4497
442	0.0152
443	0.1299
444	0.4677
445	0.17
446	0.1784
447	0.0906
448	0.0173
449	0.0657
450	0.2836
601	0.5108
602	0.2765
603	0.2594
604	0.8297
605	0.0612
606	0.3144
607	0.2132
608	0.0454
609	0.3094
610	0.0384
611	0.2433
612	0.4582
613	0.2104
614	0.0543
615	0.1081
616	0.7011
617	0.2655
618	0.1899
619	0.5999
620	0.0537
621	0.3041
622	0.0306
623	0.3071
624	0.2675
625	0.0315
626	0.1525
627	0.0078
628	0.2274
629	0.1384
630	0.6282
631	0.1624
632	0.2332
633	0.4873
634	0.7176
635	0.5448
636	0.0627
637	0.4426
638	0.0282
639	0.1464
640	0.353
641	0.2895
642	0.1647
643	0.1588
644	0.0427
645	0.6255
646	0.1312
647	0.2122
648	0.1344
649	0.5778
650	0.0846
651	0.0469
652	0.3244
653	0.557
654	0.3987
655	0.0007
656	0.0568
657	0.4173
658	0.0474
659	0.3126
660	0.6252
661	0.5705
662	0.598
663	0.2206
664	0.3842
665	0.2196
666	0.0119
667	0.3579
668	0.3282
669	0.1512
670	0.0785
671	0.2549
673	0.3227
674	0.125
675	0.2883
676	0.2769
677	0.9134
678	0.2088
679	0.8833
680	0.0991
681	0.4067
682	0.257
683	0.0267
684	0.0865
685	0.2452
686	0.2632
687	0.2008
688	0.1005
689	0.0188
690	0.0074
691	0.2572
692	0.4059
693	0.2671
694	0.4276
695	0.2473
696	0.2604
697	0.0775
698	0.495
699	0.454
700	0.2871
